gameorder,game_id,lg_id,_iscopy,year_id,date_game,seasongame,is_playoffs,team_id,fran_id,pts,elo_i,elo_n,win_equiv,opp_id,opp_fran,opp_pts,opp_elo_i,opp_elo_n,game_location,game_result,forecast,notes
59803,201301180PHI,NBA,0,2013,18-01-13,40,0,PHI,Sixers,108,1426.0016,1432.0347,33.517021,TOR,Raptors,101,1442.7574,1436.7244,H,W,0.61755699,NULL
61120,201401180CHI,NBA,1,2014,18-01-14,40,0,PHI,Sixers,78,1338.9257,1332.4468,24.044231,CHI,Bulls,103,1478.3127,1484.7916,A,L,0.20132673,NULL
52161,200701190PHI,NBA,0,2007,19-01-07,40,0,PHI,Sixers,98,1378.094,1384.1851,29.157011,MIA,Heat,95,1501.9971,1495.906,H,W,0.46565488,NULL
53477,200801190PHI,NBA,0,2008,19-01-08,41,0,PHI,Sixers,99,1444.2834,1451.0964,35.737232,TOR,Raptors,95,1564.9602,1558.1472,H,W,0.47027883,NULL
54812,200901190PHI,NBA,0,2009,19-01-09,41,0,PHI,Sixers,93,1549.069,1542.1252,45.151711,DAL,Mavericks,95,1537.9554,1544.8992,H,L,0.65466774,NULL
57449,201101190ORL,NBA,1,2011,19-01-11,41,0,PHI,Sixers,98,1475.5641,1474.4409,37.952953,ORL,Magic,99,1651.4897,1652.6129,A,L,0.16961533,NULL
62468,201501190WAS,NBA,1,2015,19-01-15,41,0,PHI,Sixers,76,1282.5294,1278.625,19.630833,WAS,Wizards,111,1557.2628,1561.1672,A,L,0.10366601,
50832,200601200PHI,NBA,0,2006,20-01-06,39,0,PHI,Sixers,89,1457.965,1463.5391,37.305031,MEM,Grizzlies,86,1557.1593,1551.5852,H,W,0.50115943,NULL
56133,201001200PHI,NBA,0,2010,20-01-10,41,0,PHI,Sixers,90,1422.7953,1415.0072,31.917067,POR,Trailblazers,98,1562.838,1570.6261,H,L,0.4426277,NULL
57452,201101200CHA,NBA,1,2011,20-01-11,42,0,PHI,Sixers,97,1474.4409,1470.1234,37.502956,CHA,Hornets,100,1440.2151,1444.5326,A,L,0.4064582,NULL
58362,201201200PHI,NBA,0,2012,20-01-12,15,0,PHI,Sixers,90,1585.5099,1592.9712,50.18401,ATL,Hawks,76,1554.8669,1547.4056,H,W,0.67962331,NULL
61141,201401200WAS,NBA,1,2014,20-01-14,41,0,PHI,Sixers,99,1332.4468,1329.7301,23.808681,WAS,Wizards,107,1494.6974,1497.4141,A,L,0.18099278,NULL
52177,200701210PHI,NBA,0,2007,21-01-07,41,0,PHI,Sixers,85,1384.1851,1377.8724,28.552965,SAS,Spurs,99,1650.0146,1656.3273,H,L,0.2779623,NULL
53490,200801210PHI,NBA,0,2008,21-01-08,42,0,PHI,Sixers,103,1451.0964,1439.1658,34.511559,IND,Pacers,110,1444.5813,1456.512,H,L,0.64865911,NULL
58371,201201210MIA,NBA,1,2012,21-01-12,16,0,PHI,Sixers,92,1592.9712,1584.8536,49.371578,MIA,Heat,113,1663.8044,1671.922,A,L,0.27221859,NULL
59824,201301210PHI,NBA,0,2013,21-01-13,41,0,PHI,Sixers,85,1432.0347,1428.6667,33.176052,SAS,Spurs,90,1703.0421,1706.41,H,L,0.27202001,NULL
62479,201501210PHI,NBA,0,2015,21-01-15,42,0,PHI,Sixers,91,1278.625,1268.0104,18.831377,NYK,Knicks,98,1310.6682,1321.2828,H,L,0.5965693,
50846,200601220MIN,NBA,1,2006,22-01-06,40,0,PHI,Sixers,86,1463.5391,1471.6058,38.145771,MIN,Timberwolves,84,1530.4507,1522.3839,A,W,0.27671397,NULL
56147,201001220PHI,NBA,0,2010,22-01-10,42,0,PHI,Sixers,92,1415.0072,1429.9313,33.417671,DAL,Mavericks,81,1606.1587,1591.2346,H,W,0.37175152,NULL
57475,201101220PHI,NBA,0,2011,22-01-11,43,0,PHI,Sixers,96,1470.1234,1479.9993,38.533352,UTA,Jazz,85,1541.3911,1531.5153,H,W,0.54125512,NULL
59829,201301220MIL,NBA,1,2013,22-01-13,42,0,PHI,Sixers,102,1428.6667,1424.2579,32.731407,MIL,Bucks,110,1496.6914,1501.1002,A,L,0.27543342,NULL
61151,201401220NYK,NBA,1,2014,22-01-14,42,0,PHI,Sixers,110,1329.7301,1341.4237,24.83217,NYK,Knicks,106,1439.204,1427.5104,A,W,0.23043996,NULL
52192,200701230PHI,NBA,0,2007,23-01-07,42,0,PHI,Sixers,102,1377.8724,1384.1506,29.153702,NOK,Pelicans,96,1424.2073,1417.9291,H,W,0.57662201,NULL
53503,200801230PHI,NBA,0,2008,23-01-08,43,0,PHI,Sixers,78,1439.1658,1432.6206,33.844028,DET,Pistons,86,1621.1947,1627.7399,H,L,0.3840965,NULL
56157,201001230IND,NBA,1,2010,23-01-10,43,0,PHI,Sixers,107,1429.9313,1443.1302,34.762722,IND,Pacers,97,1400.4229,1387.2239,A,W,0.39992392,NULL
58389,201201230PHI,NBA,0,2012,23-01-12,17,0,PHI,Sixers,103,1584.8536,1587.4561,49.63282,WAS,Wizards,83,1309.429,1306.8265,H,W,0.89670318,NULL
62495,201501230PHI,NBA,0,2015,23-01-15,43,0,PHI,Sixers,86,1268.0104,1264.9753,18.607037,TOR,Raptors,91,1560.0111,1563.0461,H,L,0.24875842,
50861,200601240PHI,NBA,0,2006,24-01-06,41,0,PHI,Sixers,109,1471.6058,1477.0564,38.715256,SAC,Kings,103,1484.3701,1478.9196,H,W,0.62296897,NULL
52197,200701240CLE,NBA,1,2007,24-01-07,43,0,PHI,Sixers,118,1384.1506,1395.3611,30.240164,CLE,Cavaliers,115,1530.4851,1519.2747,A,W,0.19497293,NULL
54844,200901240PHI,NBA,0,2009,24-01-09,42,0,PHI,Sixers,116,1542.1252,1544.932,45.44289,NYK,Knicks,110,1416.3905,1413.5837,H,W,0.78573966,NULL
57486,201101240PHI,NBA,0,2011,24-01-11,44,0,PHI,Sixers,105,1479.9993,1487.8927,39.359234,PHO,Suns,95,1510.5969,1502.7035,H,W,0.59857041,NULL
61169,201401240PHI,NBA,0,2014,24-01-14,43,0,PHI,Sixers,95,1341.4237,1335.27,24.290459,TOR,Raptors,104,1553.2676,1559.4213,H,L,0.34438238,NULL
62499,201501240MEM,NBA,1,2015,24-01-15,44,0,PHI,Sixers,83,1264.9753,1263.373,18.489365,MEM,Grizzlies,101,1610.7272,1612.3295,A,L,0.071361959,
53516,200801250NYK,NBA,1,2008,25-01-08,44,0,PHI,Sixers,81,1432.6206,1425.1841,33.090324,NYK,Knicks,89,1384.1309,1391.5674,A,L,0.42640918,NULL
56170,201001250PHI,NBA,0,2010,25-01-10,44,0,PHI,Sixers,98,1443.1302,1425.2552,32.945019,IND,Pacers,109,1387.2239,1405.0989,H,L,0.71042913,NULL
58404,201201250PHI,NBA,0,2012,25-01-12,18,0,PHI,Sixers,90,1587.4561,1567.1438,47.575958,NJN,Nets,97,1345.7994,1366.1117,H,L,0.87725985,NULL
61176,201401250PHI,NBA,0,2014,25-01-14,44,0,PHI,Sixers,91,1335.27,1332.145,24.018,OKC,Thunder,103,1717.4677,1720.5927,H,L,0.16459067,NULL
50876,200601260PHI,NBA,0,2006,26-01-06,42,0,PHI,Sixers,115,1477.0564,1467.082,37.673946,ORL,Magic,119,1432.1919,1442.1663,H,L,0.69718045,NULL
52215,200701260PHI,NBA,0,2007,26-01-07,44,0,PHI,Sixers,97,1395.3611,1387.0645,29.434431,CLE,Cavaliers,105,1519.2747,1527.5713,H,L,0.46563983,NULL
53522,200801260CHA,NBA,1,2008,26-01-08,45,0,PHI,Sixers,103,1425.1841,1437.2185,34.312572,CHA,Hornets,96,1434.6971,1422.6627,A,W,0.34741807,NULL
54859,200901260NOH,NBA,1,2009,26-01-09,43,0,PHI,Sixers,86,1544.932,1538.5281,44.777912,NOH,Pelicans,101,1617.1873,1623.5912,A,L,0.2705999,NULL
57502,201101260TOR,NBA,1,2011,26-01-11,45,0,PHI,Sixers,107,1487.8927,1499.5405,40.580177,TOR,Raptors,94,1374.3176,1362.6698,A,W,0.51952612,NULL
59858,201301260PHI,NBA,0,2013,26-01-13,43,0,PHI,Sixers,97,1424.2579,1442.4448,34.57753,NYK,Knicks,80,1587.1774,1568.9905,H,W,0.4104287,NULL
62516,201501260NOP,NBA,1,2015,26-01-15,45,0,PHI,Sixers,74,1263.373,1259.9344,18.238617,NOP,Pelicans,99,1517.7058,1521.1444,A,L,0.11509693,
52220,200701270ATL,NBA,1,2007,27-01-07,45,0,PHI,Sixers,104,1387.0645,1405.348,31.22197,ATL,Hawks,89,1378.8756,1360.592,A,W,0.37086505,NULL
56184,201001270MIL,NBA,1,2010,27-01-10,45,0,PHI,Sixers,88,1425.2552,1422.0428,32.62159,MIL,Bucks,91,1457.9546,1461.167,A,L,0.31780475,NULL
58422,201201270PHI,NBA,0,2012,27-01-12,19,0,PHI,Sixers,89,1567.1438,1569.7786,47.844929,CHA,Hornets,72,1313.3242,1310.6895,H,W,0.88460183,NULL
61192,201401270PHI,NBA,0,2014,27-01-14,45,0,PHI,Sixers,113,1332.145,1325.069,23.407734,PHO,Suns,124,1540.3533,1547.4293,H,L,0.34912291,NULL
50895,200601280PHI,NBA,0,2006,28-01-06,43,0,PHI,Sixers,91,1467.082,1473.0508,38.296646,NYK,Knicks,76,1380.5929,1374.6241,H,W,0.74526531,NULL
54870,200901280HOU,NBA,1,2009,28-01-09,44,0,PHI,Sixers,95,1538.5281,1546.2606,45.580566,HOU,Rockets,93,1588.9408,1581.2083,A,W,0.29611957,NULL
57515,201101280PHI,NBA,0,2011,28-01-11,46,0,PHI,Sixers,94,1499.5405,1490.5928,39.642078,MEM,Grizzlies,99,1529.1508,1538.0985,H,L,0.59993541,NULL
58427,201201280PHI,NBA,0,2012,28-01-12,20,0,PHI,Sixers,95,1569.7786,1573.6012,48.234085,DET,Pistons,74,1355.9943,1352.1716,H,W,0.85891259,NULL
59874,201301280PHI,NBA,0,2013,28-01-13,44,0,PHI,Sixers,100,1442.4448,1437.7123,34.094227,MEM,Grizzlies,103,1585.7916,1590.5242,H,L,0.4379406,NULL
62531,201501280PHI,NBA,0,2015,28-01-15,46,0,PHI,Sixers,89,1259.9344,1281.6776,19.865002,DET,Pistons,69,1444.2069,1422.4637,H,W,0.38104591,
50903,200601290ORL,NBA,1,2006,29-01-06,44,0,PHI,Sixers,89,1473.0508,1484.3701,39.480759,ORL,Magic,81,1437.245,1425.9257,A,W,0.40865421,NULL
52237,200701290HOU,NBA,1,2007,29-01-07,46,0,PHI,Sixers,84,1405.348,1401.3645,30.828852,HOU,Rockets,105,1611.7324,1615.7159,A,L,0.14632875,NULL
56202,201001290PHI,NBA,0,2010,29-01-10,46,0,PHI,Sixers,91,1422.0428,1417.6926,32.185337,LAL,Lakers,99,1692.8109,1697.1611,H,L,0.27229297,NULL
61201,201401290BOS,NBA,1,2014,29-01-14,46,0,PHI,Sixers,95,1325.069,1331.9235,23.998751,BOS,Celtics,94,1398.2528,1391.3983,A,W,0.26954615,NULL
53554,200801300PHI,NBA,0,2008,30-01-08,46,0,PHI,Sixers,112,1437.2185,1451.7186,35.801434,MIL,Bucks,69,1378.6724,1364.1722,H,W,0.7135452,NULL
54889,200901300PHI,NBA,0,2009,30-01-09,45,0,PHI,Sixers,104,1546.2606,1548.7546,45.838726,WAS,Wizards,94,1343.88,1341.386,H,W,0.85076869,NULL
57532,201101300PHI,NBA,0,2011,30-01-11,47,0,PHI,Sixers,110,1490.5928,1501.4611,40.78162,DEN,Nuggets,99,1587.0505,1576.1823,H,W,0.50509751,NULL
58443,201201300PHI,NBA,0,2012,30-01-12,21,0,PHI,Sixers,74,1573.6012,1577.6396,48.643749,ORL,Magic,69,1540.6235,1536.5851,H,W,0.6825425,NULL
59890,201301300PHI,NBA,0,2013,30-01-13,45,0,PHI,Sixers,92,1437.7123,1442.791,34.612957,WAS,Wizards,84,1399.2565,1394.1777,H,W,0.68933576,NULL
62546,201501300PHI,NBA,0,2015,30-01-15,47,0,PHI,Sixers,103,1281.6776,1289.8153,20.498489,MIN,Timberwolves,94,1335.2246,1327.0869,H,W,0.56645572,
50916,200601310PHI,NBA,0,2006,31-01-06,45,0,PHI,Sixers,99,1484.3701,1468.6462,37.836998,PHO,Suns,123,1628.3536,1644.0775,H,L,0.4370386,NULL
52256,200701310NOK,NBA,1,2007,31-01-07,47,0,PHI,Sixers,89,1401.3645,1418.4655,32.529644,NOK,Pelicans,78,1440.451,1423.3501,A,W,0.30988723,NULL
54898,200901310PHI,NBA,0,2009,31-01-09,46,0,PHI,Sixers,83,1548.7546,1539.0868,44.836014,NJN,Nets,85,1403.4467,1413.1145,H,L,0.80409795,NULL
56216,201001310NJN,NBA,1,2010,31-01-10,47,0,PHI,Sixers,83,1417.6926,1422.6995,32.687611,NJN,Nets,79,1257.889,1252.8822,A,W,0.58522427,NULL
61220,201401310PHI,NBA,0,2014,31-01-14,47,0,PHI,Sixers,99,1331.9235,1316.8608,22.71163,ATL,Hawks,125,1500.2999,1515.3625,H,L,0.40284941,NULL
62549,201501310ATL,NBA,1,2015,31-01-15,48,0,PHI,Sixers,85,1289.8153,1289.2643,20.455173,ATL,Hawks,91,1700.6316,1701.1826,A,L,0.050187647,
53659,200802130PHI,NBA,0,2008,13-02-08,53,0,PHI,Sixers,102,1473.0939,1478.0243,38.535625,MEM,Grizzlies,88,1357.9147,1352.9843,H,W,0.77533263,NULL
58553,201202130CHA,NBA,1,2012,13-02-12,29,0,PHI,Sixers,98,1582.6869,1586.5631,49.543262,CHA,Hornets,89,1274.9354,1271.0592,A,W,0.76779705,NULL
59995,201302130MIL,NBA,1,2013,13-02-13,51,0,PHI,Sixers,92,1431.1633,1428.3689,33.145954,MIL,Bucks,94,1462.4739,1465.2683,A,L,0.3195405,NULL
52359,200702140PHI,NBA,0,2007,14-02-07,53,0,PHI,Sixers,85,1414.0125,1405.3257,31.219759,WAS,Wizards,92,1505.2167,1513.9034,H,L,0.51265544,NULL
51034,200602150PHI,NBA,0,2006,15-02-06,51,0,PHI,Sixers,103,1450.0647,1458.8593,36.818676,SAS,Spurs,100,1693.9587,1685.1642,H,W,0.30400026,NULL
57647,201102150MEM,NBA,1,2011,15-02-11,55,0,PHI,Sixers,91,1559.2483,1551.9708,46.054031,MEM,Grizzlies,102,1561.1649,1568.4424,A,L,0.35739714,NULL
58578,201202150ORL,NBA,1,2012,15-02-12,30,0,PHI,Sixers,87,1586.5631,1576.0787,48.485592,ORL,Magic,103,1560.6409,1571.1252,A,L,0.39498013,NULL
51035,200602160CHI,NBA,1,2006,16-02-06,52,0,PHI,Sixers,84,1458.8593,1445.8237,35.470615,CHI,Bulls,117,1498.5663,1511.6018,A,L,0.30912387,NULL
56303,201002160PHI,NBA,0,2010,16-02-10,53,0,PHI,Sixers,78,1459.8037,1437.6416,34.201546,MIA,Heat,105,1534.755,1556.9171,H,L,0.53598565,NULL
57654,201102160HOU,NBA,1,2011,16-02-11,56,0,PHI,Sixers,114,1551.9708,1564.1278,47.304668,HOU,Rockets,105,1516.7228,1504.5658,A,W,0.40787858,NULL
54991,200902170IND,NBA,1,2009,17-02-09,52,0,PHI,Sixers,91,1555.1096,1545.0555,45.455696,IND,Pacers,100,1446.2279,1456.282,A,L,0.512779,NULL
58592,201202170PHI,NBA,0,2012,17-02-12,31,0,PHI,Sixers,75,1576.0787,1566.0287,47.461948,DAL,Mavericks,82,1625.0447,1635.0947,H,L,0.5729202,NULL
55006,200902180PHI,NBA,0,2009,18-02-09,53,0,PHI,Sixers,89,1545.0555,1532.0265,44.100742,DEN,Nuggets,101,1613.2721,1626.3011,H,L,0.54561287,NULL
61324,201402180PHI,NBA,0,2014,18-02-14,55,0,PHI,Sixers,85,1277.4023,1255.907,17.959057,CLE,Cavaliers,114,1375.3413,1396.8367,H,L,0.50296605,NULL
53668,200802190MIN,NBA,1,2008,19-02-08,54,0,PHI,Sixers,88,1478.0243,1460.8481,36.746311,MIN,Timberwolves,104,1320.114,1337.2902,A,L,0.58257627,NULL
56327,201002190PHI,NBA,0,2010,19-02-10,54,0,PHI,Sixers,106,1437.6416,1452.2251,35.697792,SAS,Spurs,94,1603.4835,1588.09,H,W,0.40636411,NULL
58604,201202190MIN,NBA,1,2012,19-02-12,32,0,PHI,Sixers,91,1566.0287,1561.9037,47.039314,MIN,Timberwolves,92,1460.4635,1464.5885,A,L,0.50800824,NULL
53680,200802200PHI,NBA,0,2008,20-02-08,55,0,PHI,Sixers,124,1460.8481,1473.3712,38.049671,NYK,Knicks,84,1383.3062,1370.7831,H,W,0.73536468,NULL
56331,201002200CHI,NBA,1,2010,20-02-10,55,0,PHI,Sixers,90,1452.2251,1441.318,34.577156,CHI,Bulls,122,1524.3734,1535.2805,A,L,0.27072144,NULL
60020,201302200MIN,NBA,1,2013,20-02-13,52,0,PHI,Sixers,87,1428.3689,1422.292,32.533775,MIN,Timberwolves,94,1409.9281,1416.005,A,L,0.38473636,NULL
62656,201502200PHI,NBA,0,2015,20-02-15,54,0,PHI,Sixers,95,1304.0674,1295.5023,20.949121,IND,Pacers,106,1468.1217,1476.6868,H,L,0.40884882,
52383,200702210PHI,NBA,0,2007,21-02-07,54,0,PHI,Sixers,104,1405.3257,1418.62,32.545166,NYK,Knicks,84,1451.5724,1438.2781,H,W,0.57674587,NULL
55025,200902210MIA,NBA,1,2009,21-02-09,54,0,PHI,Sixers,91,1532.0265,1524.6974,43.33535,MIA,Heat,97,1446.3881,1453.7172,A,L,0.47934377,NULL
58622,201202210MEM,NBA,1,2012,21-02-12,33,0,PHI,Sixers,76,1561.9037,1553.9342,46.219139,MEM,Grizzlies,89,1567.4128,1575.3823,A,L,0.35266179,NULL
61346,201402210PHI,NBA,0,2014,21-02-14,56,0,PHI,Sixers,112,1255.907,1251.2285,17.625551,DAL,Mavericks,124,1561.7761,1566.4546,H,L,0.23414038,NULL
51055,200602220PHI,NBA,0,2006,22-02-06,53,0,PHI,Sixers,116,1445.8237,1455.9567,36.517609,CLE,Cavaliers,107,1556.8748,1546.7418,H,W,0.48410165,NULL
53697,200802220ORL,NBA,1,2008,22-02-08,56,0,PHI,Sixers,99,1473.3712,1467.5079,37.43853,ORL,Magic,115,1572.0245,1577.8878,A,L,0.24167091,NULL
58629,201202220HOU,NBA,1,2012,22-02-12,34,0,PHI,Sixers,87,1553.9342,1548.5735,45.665001,HOU,Rockets,93,1544.9952,1550.356,A,L,0.37187314,NULL
62672,201502220ORL,NBA,1,2015,22-02-15,55,0,PHI,Sixers,98,1295.5023,1291.3866,20.622349,ORL,Magic,103,1324.3951,1328.5109,A,L,0.3225742,
52390,200702230CHA,NBA,1,2007,23-02-07,55,0,PHI,Sixers,87,1418.62,1410.5441,31.737616,CHA,Hornets,102,1442.0175,1450.0934,A,L,0.32952529,NULL
53701,200802230MIA,NBA,1,2008,23-02-08,57,0,PHI,Sixers,101,1467.5079,1472.3777,37.946014,MIA,Heat,96,1276.0299,1271.1602,A,W,0.62868738,NULL
55039,200902230NJN,NBA,1,2009,23-02-09,55,0,PHI,Sixers,96,1524.6974,1519.9933,42.843201,NJN,Nets,98,1431.9288,1436.6329,A,L,0.48959464,NULL
56354,201002230GSW,NBA,1,2010,23-02-10,56,0,PHI,Sixers,110,1441.318,1451.7633,35.650169,GSW,Warriors,102,1381.0554,1370.6101,A,W,0.44306129,NULL
57680,201102230PHI,NBA,0,2011,23-02-11,57,0,PHI,Sixers,117,1564.1278,1567.8683,47.687176,WAS,Wizards,94,1335.0609,1331.3204,H,W,0.86924064,NULL
60041,201302230PHI,NBA,0,2013,23-02-13,53,0,PHI,Sixers,90,1422.292,1414.2434,31.72905,MIA,Heat,114,1713.8635,1721.9121,H,L,0.24922042,NULL
62678,201502230MIA,NBA,1,2015,23-02-15,56,0,PHI,Sixers,108,1291.3866,1288.0411,20.359238,MIA,Heat,119,1450.792,1454.1375,A,L,0.18343329,
51067,200602240MIL,NBA,1,2006,24-02-06,54,0,PHI,Sixers,116,1455.9567,1464.949,37.451771,MIL,Bucks,111,1427.922,1418.9297,A,W,0.39788973,NULL
52404,200702240MIL,NBA,1,2007,24-02-07,56,0,PHI,Sixers,90,1410.5441,1397.6512,30.46419,MIL,Bucks,109,1363.0985,1375.9913,A,L,0.42493969,NULL
56366,201002240PHO,NBA,1,2010,24-02-10,57,0,PHI,Sixers,95,1451.7633,1447.599,35.221401,PHO,Suns,106,1569.576,1573.7404,A,L,0.22203767,NULL
60048,201302240NYK,NBA,1,2013,24-02-13,54,0,PHI,Sixers,93,1414.2434,1411.3629,31.442831,NYK,Knicks,99,1534.9822,1537.8627,A,L,0.21914178,NULL
61369,201402240PHI,NBA,0,2014,24-02-14,57,0,PHI,Sixers,110,1251.2285,1228.8336,16.091728,MIL,Bucks,130,1257.1666,1279.5615,H,L,0.63215286,NULL
51075,200602250PHI,NBA,0,2006,25-02-06,55,0,PHI,Sixers,108,1464.949,1471.177,38.101013,CHI,Bulls,102,1509.3232,1503.0952,H,W,0.57937479,NULL
55061,200902250WAS,NBA,1,2009,25-02-09,56,0,PHI,Sixers,106,1519.9933,1525.9939,43.470882,WAS,Wizards,98,1318.0776,1312.077,A,W,0.64260155,NULL
57695,201102250PHI,NBA,0,2011,25-02-11,58,0,PHI,Sixers,110,1567.8683,1571.9093,48.099075,DET,Pistons,94,1398.1764,1394.1354,H,W,0.82527035,NULL
62691,201502250MIL,NBA,1,2015,25-02-15,57,0,PHI,Sixers,88,1288.0411,1285.3566,20.149736,MIL,Bucks,104,1531.3812,1534.0658,A,L,0.12170053,
52421,200702260PHI,NBA,0,2007,26-02-07,57,0,PHI,Sixers,89,1397.6512,1405.572,31.244133,SAC,Kings,82,1481.5363,1473.6155,H,W,0.5231747,NULL
56378,201002260LAL,NBA,1,2010,26-02-10,58,0,PHI,Sixers,90,1447.599,1445.8201,35.038624,LAL,Lakers,99,1698.6355,1700.4144,A,L,0.11704367,NULL
60062,201302260PHI,NBA,0,2013,26-02-13,55,0,PHI,Sixers,84,1411.3629,1385.797,28.948385,ORL,Magic,98,1269.1396,1294.7056,H,L,0.80128568,NULL
61384,201402260PHI,NBA,0,2014,26-02-14,58,0,PHI,Sixers,90,1228.8336,1217.6475,15.364266,ORL,Magic,101,1324.5336,1335.7197,H,L,0.50618798,NULL
51088,200602270DAL,NBA,1,2006,27-02-06,56,0,PHI,Sixers,92,1471.177,1468.9529,37.868973,DAL,Mavericks,104,1714.3463,1716.5704,A,L,0.12180561,NULL
53735,200802270PHI,NBA,0,2008,27-02-08,58,0,PHI,Sixers,101,1472.3777,1484.9177,39.25679,ORL,Magic,89,1593.1638,1580.6238,H,W,0.47012198,NULL
55071,200902270NYK,NBA,1,2009,27-02-09,57,0,PHI,Sixers,108,1525.9939,1533.3152,44.235111,NYK,Knicks,103,1436.871,1429.5497,A,W,0.48435175,NULL
57705,201102270CLE,NBA,1,2011,27-02-11,59,0,PHI,Sixers,95,1571.9093,1574.8326,48.396137,CLE,Cavaliers,91,1293.833,1290.9097,A,W,0.73596281,NULL
62710,201502270PHI,NBA,0,2015,27-02-15,58,0,PHI,Sixers,89,1285.3566,1297.3798,21.099308,WAS,Wizards,81,1468.8488,1456.8256,H,W,0.3821058,
52437,200702280PHI,NBA,0,2007,28-02-07,58,0,PHI,Sixers,99,1405.572,1417.5605,32.43882,PHO,Suns,94,1680.582,1668.5935,H,W,0.26748142,NULL
55082,200902280PHI,NBA,0,2009,28-02-09,58,0,PHI,Sixers,100,1533.3152,1525.38,43.406715,ORL,Magic,106,1626.2358,1634.171,H,L,0.51018661,NULL
58645,201202280DET,NBA,1,2012,28-02-12,35,0,PHI,Sixers,97,1548.5735,1564.5286,47.308407,DET,Pistons,68,1375.1685,1359.2134,A,W,0.60409409,NULL
60074,201302280CHI,NBA,1,2013,28-02-13,56,0,PHI,Sixers,82,1385.797,1382.3634,28.620192,CHI,Bulls,93,1540.3398,1543.7734,A,L,0.18766314,NULL
53748,200802290GSW,NBA,1,2008,29-02-08,59,0,PHI,Sixers,97,1484.9177,1477.6932,38.501026,GSW,Warriors,119,1585.7024,1592.9269,A,L,0.23942953,NULL
58659,201202290PHI,NBA,0,2012,29-02-12,36,0,PHI,Sixers,88,1564.5286,1558.7183,46.71204,OKC,Thunder,92,1687.0509,1692.8612,H,L,0.46763307,NULL
52523,200703130ATL,NBA,1,2007,13-03-07,64,0,PHI,Sixers,92,1456.4717,1446.79,35.412067,ATL,Hawks,104,1404.1104,1413.792,A,L,0.43186885,NULL
55175,200903130PHI,NBA,0,2009,13-03-09,63,0,PHI,Sixers,104,1507.571,1510.8948,41.889912,CHI,Bulls,101,1482.2396,1478.9159,H,W,0.6729297,"at Philadelphia, PA (Wachovia Spectrum)"
60177,201303130PHI,NBA,0,2013,13-03-13,64,0,PHI,Sixers,94,1379.3247,1377.4774,28.156176,MIA,Heat,98,1746.0527,1747.09,H,L,0.17720352,NULL
62817,201503130PHI,NBA,0,2015,13-03-15,65,0,PHI,Sixers,114,1297.1608,1305.9456,21.793407,SAC,Kings,107,1409.0714,1400.2866,H,W,0.48286593,
51203,200603140PHI,NBA,0,2006,14-03-06,63,0,PHI,Sixers,97,1479.2201,1458.2034,36.750603,TOR,Raptors,111,1420.7533,1441.77,H,L,0.7134518,NULL
52539,200703140PHI,NBA,0,2007,14-03-07,65,0,PHI,Sixers,87,1446.79,1443.3939,35.06287,CHI,Bulls,88,1592.0007,1595.3969,H,L,0.43530136,NULL
53853,200803140CHI,NBA,1,2008,14-03-08,66,0,PHI,Sixers,110,1529.3302,1536.7885,44.686764,CHI,Bulls,106,1476.4581,1468.9999,A,W,0.43259037,NULL
56500,201003140MIA,NBA,1,2010,14-03-10,66,0,PHI,Sixers,91,1417.1973,1412.6879,31.686026,MIA,Heat,104,1540.2697,1544.7791,A,L,0.21685177,NULL
57824,201103140UTA,NBA,1,2011,14-03-11,67,0,PHI,Sixers,107,1553.1826,1545.86,45.421604,UTA,Jazz,112,1442.2538,1449.5764,A,L,0.51572263,NULL
58768,201203140IND,NBA,1,2012,14-03-12,43,0,PHI,Sixers,94,1585.2832,1573.9912,48.273712,IND,Pacers,111,1551.4788,1562.7708,A,L,0.40587312,NULL
61502,201403140PHI,NBA,0,2014,14-03-14,65,0,PHI,Sixers,94,1187.7708,1185.8701,13.436374,IND,Pacers,101,1601.2599,1603.1605,H,L,0.14129342,NULL
62824,201503140PHI,NBA,0,2015,14-03-15,66,0,PHI,Sixers,87,1305.9456,1298.126,21.159197,BRK,Nets,94,1425.4293,1433.2489,H,L,0.47198996,
53865,200803150PHI,NBA,0,2008,15-03-08,67,0,PHI,Sixers,103,1536.7885,1545.0247,45.541973,SAS,Spurs,96,1631.0574,1622.8212,H,W,0.50824696,NULL
55194,200903150PHI,NBA,0,2009,15-03-09,64,0,PHI,Sixers,85,1510.8948,1516.6218,42.490135,MIA,Heat,77,1498.551,1492.824,H,W,0.65626705,NULL
56511,201003150PHI,NBA,0,2010,15-03-10,67,0,PHI,Sixers,84,1412.6879,1397.4893,30.188021,NYK,Knicks,94,1394.9113,1410.1099,H,L,0.66328698,NULL
61510,201403150PHI,NBA,0,2014,15-03-14,66,0,PHI,Sixers,77,1185.8701,1181.4603,13.18479,MEM,Grizzlies,103,1601.1755,1605.5853,H,L,0.14002962,NULL
51219,200603160SEA,NBA,1,2006,16-03-06,64,0,PHI,Sixers,98,1458.2034,1453.3679,36.249504,SEA,Thunder,102,1426.3751,1431.2106,A,L,0.40313292,NULL
52551,200703160PHI,NBA,0,2007,16-03-07,66,0,PHI,Sixers,89,1443.3939,1448.4572,35.58379,UTA,Jazz,88,1609.085,1604.0217,H,W,0.40657365,NULL
